food0_AVE,food1_AVE,food2_AVE,genomeLength_AVE,markovBrainDeterministicGates_AVE,markovBrainGates_AVE,markovBrainGates_VAR,novelty_AVE,optimizeValue_AVE,repeated_AVE,score_AVE,switches_AVE,total_AVE,update
48.333333,49.810000,51.866667,10598.900000,5.680000,5.680000,0.684444,27.133333,56.914000,77.850000,56.914000,31.973333,101.676667,1660
55.483333,51.580000,51.723333,10597.310000,5.640000,5.640000,1.283232,27.063333,56.767333,77.910000,56.767333,33.240000,103.303333,1670
45.590000,53.760000,55.620000,10954.940000,5.700000,5.700000,1.101010,26.800000,57.594000,82.200000,57.594000,36.990000,109.380000,1680
49.566667,49.556667,53.100000,11201.640000,5.290000,5.290000,0.955455,26.243333,52.312667,76.343333,52.312667,35.960000,102.656667,1690
56.146667,47.503333,48.026667,11061.310000,6.300000,6.300000,1.949495,26.806667,54.426000,72.513333,54.426000,29.360000,95.530000,1700
44.690000,49.293333,53.493333,11075.160000,5.990000,5.990000,2.797879,27.930000,59.022667,75.773333,59.022667,31.260000,102.786667,1710
33.613333,59.016667,58.466667,10791.470000,6.370000,6.370000,2.094040,30.030000,61.315333,89.326667,61.315333,40.120000,117.483333,1720
16.443333,66.170000,63.626667,11103.270000,5.150000,5.150000,1.462121,29.283333,59.745333,101.926667,59.745333,50.036667,129.796667,1730
40.086667,58.980000,57.753333,11319.650000,5.510000,5.510000,1.888788,27.900000,58.442000,89.566667,58.442000,41.636667,116.733333,1740
26.316667,55.533333,57.513333,10866.060000,5.540000,5.540000,1.543838,27.430000,58.773333,86.646667,58.773333,38.766667,113.046667,1750
21.666667,60.033333,61.010000,10702.700000,5.240000,5.240000,0.810505,28.716667,62.318000,92.173333,62.318000,41.946667,121.043333,1760
39.790000,51.803333,54.166667,10050.290000,5.110000,5.110000,0.886768,26.426667,54.893333,83.370000,54.893333,36.483333,105.970000,1770
21.223333,58.290000,58.743333,10581.560000,4.540000,4.540000,1.180202,28.570000,59.194667,95.630000,59.194667,41.313333,117.033333,1780
33.550000,56.250000,55.990000,9995.930000,4.660000,4.660000,1.438788,26.946667,55.544667,85.053333,55.544667,40.496667,112.240000,1790
29.053333,62.330000,60.096667,10105.560000,4.010000,4.010000,1.403939,28.486667,58.488667,94.206667,58.488667,45.670000,122.426667,1800
27.170000,64.203333,62.476667,10288.520000,4.130000,4.130000,1.407172,29.283333,60.828667,97.943333,60.828667,47.036667,126.680000,1810
10.823333,63.476667,60.643333,10643.770000,4.540000,4.540000,2.210505,28.650000,59.071333,101.840000,59.071333,46.463333,124.120000,1820
35.113333,61.480000,61.276667,10274.960000,4.680000,4.680000,1.189495,28.073333,56.737333,96.313333,56.737333,47.156667,122.756667,1830
14.580000,65.256667,61.870000,10370.760000,4.280000,4.280000,0.789495,28.333333,57.784667,102.683333,57.784667,49.530000,127.126667,1840
21.096667,68.383333,64.710000,10645.700000,4.770000,4.770000,0.784949,29.930000,59.140667,104.000000,59.140667,52.823333,133.093333,1850
16.423333,64.276667,63.026667,10461.020000,4.960000,4.960000,0.806465,28.900000,57.378000,99.900000,57.378000,49.946667,127.303333,1860
25.563333,64.323333,63.010000,10543.920000,4.760000,4.760000,0.689293,28.940000,59.895333,98.076667,59.895333,48.170000,127.333333,1870
21.623333,59.423333,62.220000,9449.660000,4.490000,4.490000,0.717071,28.866667,63.356667,93.896667,63.356667,41.633333,121.643333,1880
18.810000,50.766667,59.106667,8621.920000,4.230000,4.230000,0.582929,27.280000,62.413333,82.500000,62.413333,33.900000,109.873333,1890
37.326667,50.173333,55.420000,9300.210000,4.490000,4.490000,1.343333,25.573333,57.312000,79.753333,57.312000,34.486667,105.593333,1900
29.970000,49.893333,56.093333,9324.300000,4.890000,4.890000,0.704949,27.283333,61.312667,79.880000,61.312667,31.910000,105.986667,1910
58.606667,43.226667,49.270000,9351.900000,4.890000,4.890000,0.401919,25.043333,57.114000,67.116667,57.114000,25.273333,92.496667,1920
48.436667,46.910000,53.676667,9644.300000,5.290000,5.290000,1.702929,26.350000,59.795333,73.816667,59.795333,29.136667,100.586667,1930
35.973333,48.706667,54.956667,8856.350000,4.760000,4.760000,0.951919,27.103333,61.374000,76.260000,61.374000,30.206667,103.663333,1940
42.313333,49.263333,54.563333,8917.410000,5.060000,5.060000,2.016566,27.166667,61.388000,76.300000,61.388000,30.313333,103.826667,1950
26.563333,48.763333,54.610000,8258.640000,4.940000,4.940000,1.471111,26.590000,62.246000,79.180000,62.246000,29.376667,103.373333,1960
33.990000,50.243333,55.686667,8296.730000,4.480000,4.480000,0.757172,26.503333,61.830000,80.400000,61.830000,31.500000,105.930000,1970
35.676667,49.773333,54.846667,7620.030000,4.770000,4.770000,1.047576,27.486667,63.847333,76.730000,63.847333,29.123333,104.620000,1980
30.986667,51.473333,57.293333,8016.380000,5.200000,5.200000,0.989899,28.180000,65.894000,80.223333,65.894000,30.623333,108.766667,1990
37.210000,50.110000,54.693333,7737.510000,5.760000,5.760000,0.871111,28.256667,62.878000,77.880000,62.878000,29.946667,104.803333,2000
28.656667,51.230000,59.003333,7220.660000,6.140000,6.140000,0.747879,27.750000,64.859333,82.116667,64.859333,32.410000,110.233333,2010
38.803333,48.473333,52.330000,6988.780000,6.080000,6.080000,1.508687,26.550000,60.520667,76.020000,60.520667,28.773333,100.803333,2020
30.793333,48.843333,55.020000,7053.670000,6.070000,6.070000,1.924343,27.326667,63.748667,76.276667,63.748667,28.653333,103.863333,2030
38.333333,48.470000,54.840000,6893.020000,5.620000,5.620000,1.854141,26.500000,62.215333,78.240000,62.215333,29.353333,103.310000,2040
33.080000,51.576667,56.750000,6584.690000,5.050000,5.050000,2.330808,28.450000,64.525333,80.953333,64.525333,31.286667,108.326667,2050
21.500000,53.583333,58.703333,6666.070000,4.290000,4.290000,0.591818,29.243333,65.886000,82.720000,65.886000,33.143333,112.286667,2060
33.546667,50.636667,55.410000,6953.840000,4.320000,4.320000,0.341010,27.396667,61.186000,78.356667,61.186000,32.043333,106.046667,2070
28.463333,49.336667,54.220000,6924.510000,4.450000,4.450000,0.613636,27.603333,62.074667,79.083333,62.074667,29.630000,103.556667,2080
27.536667,51.383333,55.570000,7788.840000,4.880000,4.880000,0.793535,28.153333,64.421333,78.423333,64.421333,30.380000,106.953333,2090
25.516667,46.360000,52.016667,7693.460000,4.870000,4.870000,0.942525,25.883333,58.070667,73.153333,58.070667,28.790000,98.376667,2100
36.246667,49.000000,52.440000,6893.970000,4.520000,4.520000,0.736970,26.933333,62.034667,74.646667,62.034667,28.146667,101.440000,2110
37.586667,49.566667,55.543333,6019.940000,4.360000,4.360000,0.636768,26.690000,61.976000,78.066667,61.976000,30.810000,105.110000,2120
26.863333,52.143333,58.143333,5094.000000,4.180000,4.180000,0.492525,28.996667,67.614667,81.013333,67.614667,30.480000,110.286667,2130
36.156667,46.926667,52.630000,5108.630000,4.270000,4.270000,0.663737,24.770000,56.931333,74.510000,56.931333,30.446667,99.556667,2140
21.133333,53.673333,61.103333,5044.180000,4.020000,4.020000,0.100606,29.026667,68.287333,85.523333,68.287333,33.206667,114.776667,2150
27.696667,52.653333,59.313333,5448.840000,4.260000,4.260000,0.497374,28.343333,65.575333,83.893333,65.575333,33.136667,111.966667,2160
28.736667,49.013333,55.000000,5566.020000,4.280000,4.280000,0.486465,26.590000,59.708000,77.986667,59.708000,31.646667,104.013333,2170
20.686667,51.280000,57.586667,5635.190000,4.310000,4.310000,0.680707,27.816667,65.662667,80.776667,65.662667,30.860000,108.866667,2180
27.303333,52.420000,58.170000,5766.330000,5.000000,5.000000,2.383838,27.263333,63.363333,84.540000,63.363333,33.733333,110.590000,2190
24.433333,53.953333,58.863333,6070.360000,5.210000,5.210000,2.086768,29.533333,67.428667,83.386667,67.428667,32.420000,112.816667,2200
29.783333,52.353333,57.500000,6509.180000,4.400000,4.400000,0.323232,27.930000,64.824667,81.660000,64.824667,32.163333,109.853333,2210
31.430000,49.630000,56.563333,6268.000000,4.430000,4.430000,0.530404,27.400000,62.966000,78.576667,62.966000,30.876667,106.193333,2220
23.003333,51.696667,55.530000,5909.820000,4.500000,4.500000,0.393939,27.073333,63.556000,80.150000,63.556000,31.193333,107.226667,2230
29.770000,47.946667,54.570000,5713.830000,4.470000,4.470000,0.534444,27.156667,61.804667,75.653333,61.804667,29.080000,102.516667,2240
24.730000,52.483333,57.733333,5552.400000,4.780000,4.780000,0.799596,28.226667,66.728000,82.130000,66.728000,31.063333,110.216667,2250
29.743333,52.513333,57.856667,6200.840000,5.550000,5.550000,1.744949,29.190000,66.960667,81.163333,66.960667,31.006667,110.370000,2260
40.003333,49.796667,53.336667,6670.840000,5.720000,5.720000,1.577374,27.420000,60.862667,75.580000,60.862667,30.193333,103.133333,2270
32.760000,51.623333,55.673333,7125.090000,5.850000,5.850000,1.522727,28.300000,60.751333,78.963333,60.751333,33.246667,107.296667,2280
43.230000,52.516667,54.326667,8260.290000,6.510000,6.510000,2.454444,28.633333,59.318000,78.660000,59.318000,33.946667,106.843333,2290
46.853333,53.650000,56.403333,8443.740000,6.940000,6.940000,2.157980,28.263333,58.113333,82.550000,58.113333,37.100000,110.053333,2300
48.060000,53.433333,54.686667,8527.160000,7.130000,7.130000,1.568788,28.420000,58.952000,79.656667,58.952000,35.120000,108.120000,2310
46.800000,53.003333,54.473333,8762.800000,6.750000,6.750000,2.876263,28.160000,57.380000,80.880000,57.380000,35.783333,107.476667,2320
47.320000,54.396667,55.223333,8609.980000,7.010000,7.010000,3.060505,28.566667,59.145333,81.013333,59.145333,36.053333,109.620000,2330
51.376667,55.026667,55.003333,8679.370000,5.880000,5.880000,0.995556,29.486667,60.871333,81.233333,60.871333,35.113333,110.030000,2340
32.356667,54.290000,55.293333,9139.700000,5.500000,5.500000,0.939394,28.503333,60.182000,81.093333,60.182000,35.286667,109.583333,2350
35.773333,54.936667,56.776667,9370.580000,6.150000,6.150000,0.876263,29.156667,57.225333,82.406667,57.225333,38.920000,111.713333,2360
38.130000,55.863333,55.186667,9495.380000,5.900000,5.900000,1.242424,28.666667,59.530000,82.343333,59.530000,36.800000,111.050000,2370
44.023333,54.106667,53.756667,10061.830000,6.080000,6.080000,1.872323,26.880000,57.132000,80.913333,57.132000,36.236667,107.863333,2380
45.703333,54.146667,56.166667,10395.360000,5.640000,5.640000,1.101414,28.656667,59.782667,81.646667,59.782667,36.093333,110.313333,2390
41.880000,54.783333,55.286667,10669.610000,5.870000,5.870000,2.073838,28.973333,59.152000,81.106667,59.152000,36.370000,110.070000,2400
38.843333,54.290000,57.013333,10805.980000,6.240000,6.240000,2.568081,29.250000,58.542000,82.526667,58.542000,37.686667,111.303333,2410
36.263333,56.010000,57.576667,10952.220000,6.470000,6.470000,1.625354,26.223333,57.283333,87.493333,57.283333,40.216667,113.586667,2420
43.656667,52.856667,54.290000,11120.650000,6.830000,6.830000,1.799091,28.016667,57.745333,79.200000,57.745333,35.286667,107.146667,2430
37.073333,52.436667,55.266667,11118.620000,6.430000,6.430000,2.166768,27.800000,57.499333,80.240000,57.499333,35.860000,107.703333,2440
30.503333,50.476667,53.756667,10879.270000,5.530000,5.530000,0.877879,27.516667,55.630000,76.973333,55.630000,34.716667,104.233333,2450
31.396667,51.726667,54.806667,10460.260000,5.860000,5.860000,1.454949,27.500000,54.178000,79.190000,54.178000,37.396667,106.533333,2460
46.003333,48.590000,52.063333,10219.620000,5.820000,5.820000,2.108687,26.913333,53.114000,76.186667,53.114000,33.956667,100.653333,2470
32.723333,54.086667,54.570000,10389.270000,5.270000,5.270000,0.906162,27.726667,58.415333,81.320000,58.415333,35.886667,108.656667,2480
38.823333,52.590000,53.880000,10267.070000,5.180000,5.180000,0.835960,28.366667,58.114000,77.720000,58.114000,34.540000,106.470000,2490
31.000000,57.176667,58.100000,10979.750000,4.720000,4.720000,0.324848,30.580000,63.042667,84.203333,63.042667,37.310000,115.276667,2500
36.870000,54.926667,57.023333,11250.300000,4.880000,4.880000,1.035960,28.650000,59.347333,82.743333,59.347333,37.573333,111.950000,2510
41.260000,55.580000,54.973333,11541.250000,5.130000,5.130000,0.861717,28.863333,61.040000,81.283333,61.040000,35.366667,110.553333,2520
35.743333,55.180000,56.626667,11980.400000,5.130000,5.130000,0.942525,29.720000,61.341333,81.763333,61.341333,36.046667,111.806667,2530
40.880000,57.633333,57.520000,12071.030000,5.110000,5.110000,1.210000,29.663333,63.838667,85.156667,63.838667,36.653333,115.153333,2540
37.326667,51.123333,53.276667,12178.730000,5.440000,5.440000,1.400404,27.453333,58.321333,76.640000,58.321333,32.913333,104.400000,2550
56.573333,47.573333,48.690000,12106.780000,5.170000,5.170000,1.778889,24.906667,50.968667,71.053333,50.968667,32.353333,96.263333,2560
40.640000,54.066667,55.993333,10908.690000,4.870000,4.870000,0.881919,29.183333,60.770667,81.266667,60.770667,35.206667,110.060000,2570
44.696667,53.550000,54.403333,10195.070000,4.960000,4.960000,1.048889,28.560000,60.936667,79.170000,60.936667,33.583333,107.953333,2580
40.903333,54.103333,57.363333,8964.790000,5.720000,5.720000,1.173333,29.290000,63.969333,81.940000,63.969333,33.926667,111.466667,2590
35.873333,51.560000,54.970000,8301.770000,6.850000,6.850000,2.229798,28.503333,63.307333,77.743333,63.307333,30.873333,106.530000,2600
34.596667,56.166667,57.806667,8337.470000,6.850000,6.850000,1.563131,30.116667,64.679333,83.606667,64.679333,35.210000,113.973333,2610
44.066667,51.910000,55.473333,9216.950000,6.500000,6.500000,3.686869,28.643333,59.802000,78.393333,59.802000,33.986667,107.383333,2620
35.903333,53.126667,52.986667,10219.300000,5.550000,5.550000,1.260101,26.280000,55.438000,79.620000,55.438000,36.196667,106.113333,2630
44.480000,54.866667,56.506667,10656.540000,5.810000,5.810000,2.317071,29.150000,60.413333,81.926667,60.413333,36.400000,111.373333,2640
48.216667,51.793333,53.396667,9867.640000,5.830000,5.830000,1.536465,27.563333,56.978667,78.053333,56.978667,34.436667,105.190000,2650
49.156667,53.336667,54.183333,10611.050000,5.260000,5.260000,0.982222,28.180000,59.406667,79.120000,59.406667,34.366667,107.520000,2660
37.130000,55.736667,57.423333,10602.780000,5.330000,5.330000,0.950606,29.426667,60.146667,83.730000,60.146667,37.866667,113.160000,2670
31.440000,59.523333,59.376667,11055.240000,5.470000,5.470000,0.736465,30.703333,64.029333,87.793333,64.029333,39.193333,118.900000,2680
37.513333,55.756667,54.803333,9915.190000,5.260000,5.260000,0.638788,29.663333,59.110000,82.026667,59.110000,36.750000,110.560000,2690
43.700000,54.470000,55.036667,10888.890000,5.660000,5.660000,0.852929,28.663333,58.588667,81.226667,58.588667,36.370000,109.506667,2700
36.350000,57.040000,56.420000,10965.740000,5.130000,5.130000,1.124343,27.110000,57.758667,86.023333,57.758667,39.786667,113.460000,2710
61.646667,51.003333,49.766667,11129.360000,5.690000,5.690000,1.892828,26.913333,55.662000,73.500000,55.662000,32.220000,100.770000,2720
61.800000,50.186667,50.083333,11183.450000,5.130000,5.130000,1.548586,25.473333,53.318667,74.376667,53.318667,33.536667,100.270000,2730
50.793333,54.196667,54.263333,10926.720000,5.300000,5.300000,1.747475,29.220000,60.976667,79.880000,60.976667,33.916667,108.460000,2740
35.320000,58.360000,58.520000,10009.640000,5.810000,5.810000,2.458485,31.080000,65.164000,85.376667,65.164000,36.940000,116.880000,2750
44.306667,52.403333,53.146667,11036.170000,6.040000,6.040000,2.402424,27.850000,57.819333,77.953333,57.819333,34.093333,105.550000,2760
39.180000,55.336667,55.090000,11970.850000,6.890000,6.890000,3.210000,28.906667,60.806000,81.076667,60.806000,35.443333,110.426667,2770
46.516667,54.510000,56.176667,10400.230000,7.710000,7.710000,3.096869,28.996667,61.644667,81.406667,61.644667,35.030000,110.686667,2780
42.936667,50.440000,52.596667,11442.360000,7.390000,7.390000,4.805960,26.920000,56.472667,75.706667,56.472667,33.260000,103.036667,2790
40.936667,49.736667,52.370000,11114.300000,6.550000,6.550000,3.946970,27.356667,57.703333,74.353333,57.703333,31.716667,102.106667,2800
35.880000,53.376667,54.750000,11294.820000,6.050000,6.050000,3.098485,28.953333,60.144000,78.723333,60.144000,34.273333,108.126667,2810
35.126667,56.680000,56.650000,12112.270000,6.030000,6.030000,2.352626,29.286667,61.866000,84.180000,61.866000,36.760000,113.330000,2820
34.220000,52.663333,55.190000,10229.240000,6.840000,6.840000,2.762020,28.303333,60.048000,81.130000,60.048000,34.146667,107.853333,2830
35.266667,52.066667,55.016667,9878.480000,6.600000,6.600000,1.535354,28.326667,62.087333,78.870000,62.087333,32.140000,107.083333,2840
31.670000,49.913333,52.953333,8972.060000,6.780000,6.780000,1.688485,27.666667,63.228000,75.093333,63.228000,28.313333,102.866667,2850
31.176667,51.543333,55.296667,9376.300000,6.130000,6.130000,0.881919,29.010000,64.065333,77.723333,64.065333,30.553333,106.840000,2860
35.456667,52.673333,56.410000,8961.670000,5.840000,5.840000,0.863030,29.273333,66.252667,79.540000,66.252667,30.593333,109.083333,2870
40.400000,53.490000,55.830000,9122.450000,6.220000,6.220000,1.264242,29.470000,65.486000,79.500000,65.486000,31.310000,109.320000,2880
39.823333,53.030000,55.810000,9237.720000,6.080000,6.080000,1.448081,29.230000,66.490000,79.223333,66.490000,30.250000,108.840000,2890
31.373333,50.090000,54.503333,9669.480000,6.470000,6.470000,1.625354,28.170000,62.266667,76.056667,62.266667,30.233333,104.593333,2900
39.656667,52.546667,58.163333,10056.100000,5.960000,5.960000,1.331717,30.026667,65.924000,81.160000,65.924000,31.990000,110.710000,2910
27.556667,49.446667,53.213333,10422.620000,5.810000,5.810000,1.549394,27.883333,64.304667,74.473333,64.304667,27.396667,102.660000,2920
37.050000,49.916667,55.030000,10719.930000,5.540000,5.540000,1.584242,28.726667,63.432000,76.913333,63.432000,29.653333,104.946667,2930
38.386667,52.890000,56.830000,11005.980000,4.960000,4.960000,1.372121,29.736667,67.584667,81.006667,67.584667,30.096667,109.720000,2940
28.926667,51.503333,55.263333,10751.130000,4.370000,4.370000,0.942525,29.340000,67.851333,81.253333,67.851333,27.796667,106.766667,2950
34.416667,50.720000,54.856667,10179.020000,4.100000,4.100000,1.343434,28.846667,67.170000,76.833333,67.170000,27.433333,105.576667,2960
27.776667,51.810000,56.423333,10234.260000,4.100000,4.100000,1.626263,29.356667,69.593333,78.626667,69.593333,27.600000,108.233333,2970
45.093333,48.320000,51.650000,10582.770000,4.050000,4.050000,0.856061,27.690000,64.676000,72.336667,64.676000,25.210000,99.970000,2980
42.013333,47.693333,52.640000,10653.140000,4.250000,4.250000,1.522727,28.136667,61.800667,73.830000,61.800667,27.523333,100.333333,2990
43.820000,44.650000,50.480000,11080.830000,4.090000,4.090000,1.133232,25.956667,57.680000,70.176667,57.680000,26.750000,95.130000,3000
37.243333,53.003333,57.730000,11106.370000,3.720000,3.720000,0.688485,30.503333,69.825333,79.860000,69.825333,29.220000,110.733333,3010
37.303333,50.856667,55.073333,10680.020000,3.450000,3.450000,0.371212,29.000000,67.672667,76.640000,67.672667,27.326667,105.930000,3020
32.976667,48.326667,52.490000,11653.490000,3.590000,3.590000,0.385758,27.966667,64.804000,72.633333,64.804000,25.723333,100.816667,3030
45.016667,44.826667,49.866667,11681.120000,3.810000,3.810000,0.963535,25.610000,59.534667,68.740000,59.534667,25.113333,94.693333,3040
28.476667,50.590000,53.886667,11774.830000,4.140000,4.140000,1.192323,28.710000,66.910000,75.476667,66.910000,26.833333,104.476667,3050
25.700000,54.270000,60.483333,12636.290000,4.170000,4.170000,1.051616,30.656667,71.320667,83.853333,71.320667,31.023333,114.753333,3060
30.586667,55.150000,58.776667,12817.840000,4.380000,4.380000,2.136970,31.106667,70.480000,83.920000,70.480000,31.033333,113.926667,3070
39.323333,49.206667,53.546667,11414.520000,4.050000,4.050000,2.088384,28.250000,66.040667,76.290000,66.040667,26.223333,102.753333,3080
32.813333,49.613333,55.733333,11154.330000,3.830000,3.830000,0.647576,28.743333,65.330000,76.370000,65.330000,28.583333,105.346667,3090
26.123333,52.230000,59.653333,10578.590000,3.650000,3.650000,0.775253,30.103333,71.680000,82.210000,71.680000,28.716667,111.883333,3100
33.716667,50.130000,56.956667,10595.530000,3.750000,3.750000,0.674242,28.616667,64.965333,78.106667,64.965333,30.086667,107.086667,3110
34.046667,48.273333,52.640000,10583.770000,3.760000,3.760000,1.234747,27.793333,65.082667,72.776667,65.082667,25.593333,100.913333,3120
37.673333,49.826667,54.560000,10505.920000,3.690000,3.690000,0.397879,28.410000,66.661333,75.843333,66.661333,26.946667,104.386667,3130
29.680000,51.240000,55.450000,10524.160000,3.660000,3.660000,0.691313,29.100000,67.532000,77.310000,67.532000,27.970000,106.690000,3140
34.330000,50.890000,55.143333,10757.300000,3.650000,3.650000,0.815657,28.876667,64.966667,77.960000,64.966667,29.333333,106.033333,3150
27.606667,52.640000,58.516667,10801.880000,3.320000,3.320000,0.563232,29.970000,70.276667,80.850000,70.276667,29.200000,111.156667,3160
31.963333,48.130000,52.140000,11773.020000,3.330000,3.330000,0.445556,26.816667,62.628667,73.173333,62.628667,26.886667,100.270000,3170
34.683333,48.266667,53.083333,11795.270000,3.880000,3.880000,1.217778,27.926667,64.110000,73.016667,64.110000,26.600000,101.350000,3180
34.863333,50.186667,56.590000,11918.730000,4.410000,4.410000,3.476667,29.203333,69.084000,77.326667,69.084000,26.923333,106.776667,3190
28.126667,52.083333,57.433333,12420.530000,4.810000,4.810000,5.024141,29.523333,67.535333,79.673333,67.535333,29.986667,109.516667,3200
37.933333,50.663333,55.026667,12575.220000,4.160000,4.160000,3.166061,29.140000,64.245333,76.583333,64.245333,29.603333,105.690000,3210
35.023333,45.680000,50.196667,13481.700000,3.070000,3.070000,0.207172,26.356667,60.503333,69.646667,60.503333,25.266667,95.876667,3220
38.450000,47.553333,51.766667,13457.960000,3.020000,3.020000,0.181414,27.473333,64.343333,72.900000,64.343333,24.983333,99.320000,3230
36.176667,48.960000,52.363333,14755.600000,3.190000,3.190000,0.377677,27.806667,64.923333,73.220000,64.923333,26.000000,101.323333,3240
38.440000,49.693333,54.023333,14415.640000,3.200000,3.200000,0.343434,28.150000,64.722000,76.620000,64.722000,27.853333,103.716667,3250
32.183333,52.223333,56.050000,15249.660000,3.290000,3.290000,0.308990,29.720000,69.474667,78.253333,69.474667,27.713333,108.273333,3260
37.276667,49.503333,54.943333,14445.930000,3.650000,3.650000,0.593434,28.336667,65.867333,75.816667,65.867333,27.556667,104.446667,3270
29.350000,52.053333,57.590000,14297.810000,3.670000,3.670000,0.526364,29.753333,69.808667,79.640000,69.808667,28.453333,109.643333,3280
45.396667,47.340000,51.636667,13790.480000,3.330000,3.330000,0.465758,27.140000,64.200667,71.983333,64.200667,24.840000,98.976667,3290
28.536667,48.680000,56.090000,14146.940000,3.440000,3.440000,0.531717,27.850000,62.359333,77.860000,62.359333,30.293333,104.770000,3300
34.230000,50.430000,55.073333,12813.630000,3.630000,3.630000,0.659697,29.053333,67.437333,76.893333,67.437333,27.190000,105.503333,3310
36.750000,53.983333,59.533333,12035.400000,3.510000,3.510000,0.474646,31.006667,69.407333,82.163333,69.407333,31.506667,113.516667,3320
